Id,Name,Duration,CalcPrio,LastRun,LastResults,Verdict,Cycle,DurationGroup,TimeGroup
2651,82430,57141,0,2015-03-18 16:27:00,"[1, 0, 1]",0,18,0,2
2652,82446,56173,0,2015-03-18 16:27:00,"[1, 1]",0,18,0,2
2653,82464,55842,0,2015-03-18 16:27:00,"[0, 0]",0,18,0,2
2654,82477,54933,0,2015-03-18 16:27:00,"[0, 0]",0,18,1,2
2655,82492,55423,0,2015-03-18 16:27:00,"[0, 0]",0,18,0,2
2656,82459,55209,0,2015-03-18 16:27:00,"[0, 0]",0,18,0,2
2657,78257,57101,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2658,78298,54810,0,2015-03-19 07:46:00,"[0, 1]",0,18,1,0
2659,78291,60362,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2660,78271,59205,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2661,78256,56852,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2662,78260,55928,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2663,78247,60208,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2664,78262,55465,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2665,78267,56626,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2666,78277,55361,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2667,78290,55925,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2668,78268,56810,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2669,78270,55204,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2670,78289,57466,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2671,78274,58926,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2672,78261,55639,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2673,78269,57451,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2674,78248,57267,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2675,78273,54746,0,2015-03-19 07:46:00,"[0, 1]",0,18,1,0
2676,78276,59072,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2677,78297,55960,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2678,78275,55244,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2679,78263,55051,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2680,78249,55620,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2681,78259,56426,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2682,78266,57499,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2683,78272,55891,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2684,78293,59936,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2685,78258,57786,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2686,78264,56054,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2687,78278,55764,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2688,78285,57158,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2689,78250,58901,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2690,78295,54629,0,2015-03-19 07:46:00,"[0, 1]",0,18,1,0
2691,78253,55691,0,2015-03-19 07:46:00,"[1, 1]",1,18,0,0
2692,78265,55599,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2693,78283,54665,0,2015-03-19 07:46:00,"[0, 1]",0,18,1,0
2694,78279,55504,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2695,78294,58425,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2696,78281,59402,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2697,78252,56140,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2698,78284,54963,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2699,78255,58286,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2700,78280,57234,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2701,78254,57733,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2702,78296,57069,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2703,78282,57595,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2704,78287,56015,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2705,78251,58937,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2706,78292,55544,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2707,78286,55782,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2708,78288,58444,0,2015-03-19 07:46:00,"[0, 1]",0,18,0,0
2709,83178,54592,0,2015-03-19 08:43:00,[1],0,18,1,0
2710,83181,56156,0,2015-03-19 08:44:00,[0],0,18,0,0
2711,83183,55258,0,2015-03-19 08:44:00,[1],0,18,0,0
2712,83182,55324,0,2015-03-19 08:44:00,[1],0,18,0,0
2713,83180,55960,0,2015-03-19 08:44:00,[0],0,18,0,0
2714,83179,55097,0,2015-03-19 08:44:00,[0],0,18,0,0
2715,83184,55170,0,2015-03-19 08:44:00,[1],1,18,0,0
2716,83302,54898,0,2015-03-19 10:52:00,[0],0,18,1,0
2717,83271,59604,0,2015-03-19 10:52:00,"[1, 1]",1,18,0,0
2718,83281,56898,0,2015-03-19 10:52:00,"[0, 1]",0,18,0,0
2719,83301,58343,0,2015-03-19 10:52:00,[1],1,18,0,0
2720,83292,55420,0,2015-03-19 10:52:00,[0],0,18,0,0
2721,83300,58863,0,2015-03-19 10:52:00,[0],0,18,0,0
2722,83272,59171,0,2015-03-19 10:52:00,"[0, 0]",0,18,0,0
2723,83297,57544,0,2015-03-19 10:52:00,[0],0,18,0,0
2724,83298,60163,0,2015-03-19 10:52:00,[0],0,18,0,0
2725,83296,57952,0,2015-03-19 10:52:00,[0],0,18,0,0
2726,83307,59408,0,2015-03-19 10:52:00,[0],1,18,0,0
2727,83274,55906,0,2015-03-19 10:52:00,"[0, 0]",0,18,0,0
2728,83275,57962,0,2015-03-19 10:52:00,"[0, 0]",0,18,0,0
2729,83293,55505,0,2015-03-19 10:52:00,[0],0,18,0,0
2730,83283,67551,0,2015-03-19 10:52:00,"[0, 1]",0,18,0,0
2731,83273,55561,0,2015-03-19 10:52:00,"[0, 0]",0,18,0,0
2732,83303,55586,0,2015-03-19 10:52:00,[0],0,18,0,0
2733,83278,57840,0,2015-03-19 10:52:00,"[0, 1]",0,18,0,0
2734,83306,54758,0,2015-03-19 10:52:00,[0],1,18,1,0
2735,83294,56005,0,2015-03-19 10:52:00,[0],0,18,0,0
2736,83270,64289,0,2015-03-19 10:52:00,"[0, 1]",0,18,0,0
2737,83295,53276,0,2015-03-19 10:52:00,[0],0,18,1,0
2738,83284,58051,0,2015-03-19 10:52:00,"[0, 1]",0,18,0,0
2739,83285,57079,0,2015-03-19 10:52:00,"[0, 1]",0,18,0,0
2740,83282,56256,0,2015-03-19 10:52:00,"[0, 1]",0,18,0,0
2741,83279,56058,0,2015-03-19 10:52:00,"[0, 1]",0,18,0,0
2742,83305,55867,0,2015-03-19 10:52:00,[0],0,18,0,0
2743,83290,57460,0,2015-03-19 10:52:00,[0],0,18,0,0
2744,83291,58218,0,2015-03-19 10:52:00,[0],0,18,0,0
2745,83269,68860,0,2015-03-19 10:52:00,"[1, 0]",0,18,0,0
2746,83299,56667,0,2015-03-19 10:52:00,[0],0,18,0,0
2747,83286,55684,0,2015-03-19 10:52:00,"[0, 1]",0,18,0,0
2748,83277,55644,0,2015-03-19 10:52:00,"[0, 1]",0,18,0,0
2749,83287,56093,0,2015-03-19 10:52:00,[1],1,18,0,0
2750,83289,58632,0,2015-03-19 10:52:00,[1],1,18,0,0
2751,83276,54317,0,2015-03-19 10:52:00,[1],1,18,1,0
2752,83288,54637,0,2015-03-19 10:52:00,[0],0,18,1,0
2753,83280,54481,0,2015-03-19 10:52:00,"[0, 1]",0,18,1,0
2754,83304,56755,0,2015-03-19 10:52:00,[0],0,18,0,0
2755,83307,59408,0,2015-03-19 13:30:00,"[1, 0]",1,18,0,0
2756,83271,59604,0,2015-03-19 13:30:00,"[1, 1, 1]",1,18,0,0
2757,83306,54758,0,2015-03-19 13:30:00,"[1, 0]",0,18,1,0
2758,83271,59604,0,2015-03-19 14:05:00,"[1, 1, 1, 1]",1,18,0,0
2759,83271,59604,0,2015-03-19 14:11:00,"[1, 1, 1, 1, 1]",0,18,0,0
2760,83289,58632,0,2015-03-19 15:19:00,"[1, 1]",0,19,0,2
2761,83301,58343,0,2015-03-19 15:22:00,"[1, 1]",0,19,0,2
2762,82418,59461,0,2015-03-19 16:32:00,"[0, 1]",0,19,0,0
2763,82415,57791,0,2015-03-19 16:32:00,"[1, 1]",0,19,1,0
2764,82417,59378,0,2015-03-19 16:32:00,"[0, 1]",0,19,0,0
2765,82416,58272,0,2015-03-19 16:32:00,"[0, 1]",0,19,1,0
2766,82581,56050,0,2015-03-19 16:48:00,"[1, 1, 1]",1,19,2,0
2767,82585,55203,0,2015-03-20 15:37:00,"[1, 1, 1]",1,20,2,0
2768,82596,55754,0,2015-03-20 15:37:00,"[1, 1, 1]",1,20,2,0
2769,82583,59865,0,2015-03-20 15:37:00,"[1, 0, 1]",1,20,0,0
2770,82592,55320,0,2015-03-20 15:37:00,"[1, 1, 1]",1,20,2,0
2771,82590,55713,0,2015-03-20 15:37:00,"[1, 1, 1]",1,20,2,0
2772,83251,57186,0,2015-03-21 09:08:00,"[1, 1, 1]",1,21,1,0
2773,83236,56017,0,2015-03-21 09:08:00,"[1, 1, 1]",0,21,1,0
2774,83246,56885,0,2015-03-21 09:08:00,"[1, 1, 1]",1,21,1,0
2775,83255,56440,0,2015-03-21 09:08:00,[1],1,21,1,0
2776,83229,51024,0,2015-03-21 09:08:00,"[1, 0]",0,21,2,0
2777,83239,55813,0,2015-03-21 09:08:00,"[1, 0, 1]",0,21,1,0
2778,83238,56057,0,2015-03-21 09:08:00,"[1, 0, 1]",0,21,1,0
2779,83256,60632,0,2015-03-21 09:08:00,[0],0,21,0,0
2780,83244,57732,0,2015-03-21 09:08:00,"[1, 0, 1]",0,21,1,0
2781,83262,56867,0,2015-03-21 09:08:00,[0],1,21,1,0
2782,83249,57146,0,2015-03-21 09:08:00,"[1, 1, 1]",1,21,1,0
2783,83258,56242,0,2015-03-21 09:08:00,[1],1,21,1,0
2784,83237,56135,0,2015-03-21 09:08:00,"[1, 1, 1]",1,21,1,0
2785,83227,61299,0,2015-03-21 09:08:00,"[1, 0]",1,21,0,0
2786,83266,56640,0,2015-03-21 09:08:00,[1],1,21,1,0
2787,83245,56107,0,2015-03-21 09:08:00,"[1, 0, 1]",0,21,1,0
2788,83257,56729,0,2015-03-21 09:08:00,[0],0,21,1,0
2789,83228,57257,0,2015-03-21 09:08:00,"[1, 0]",1,21,1,0
2790,83265,58813,0,2015-03-21 09:08:00,[0],0,21,0,0
2791,83259,57407,0,2015-03-21 09:08:00,[0],0,21,1,0
2792,83230,56937,0,2015-03-21 09:08:00,"[1, 1]",1,21,1,0
2793,83233,56470,0,2015-03-21 09:08:00,"[1, 1]",0,21,1,0
2794,83241,56037,0,2015-03-21 09:08:00,"[1, 0, 1]",0,21,1,0
2795,83261,56618,0,2015-03-21 09:08:00,[0],0,21,1,0
2796,83234,55152,0,2015-03-21 09:08:00,"[1, 1]",0,21,1,0
2797,83252,56520,0,2015-03-21 09:08:00,"[1, 1, 1]",1,21,1,0
2798,83248,55223,0,2015-03-21 09:08:00,"[1, 1, 1]",1,21,1,0
2799,83260,56074,0,2015-03-21 09:08:00,[0],0,21,1,0
2800,83264,56845,0,2015-03-21 09:08:00,[1],1,21,1,0
2801,83268,58371,0,2015-03-21 09:08:00,[0],0,21,0,0
2802,83232,57388,0,2015-03-21 09:08:00,"[1, 1, 1, 1]",0,21,1,0
2803,83253,56763,0,2015-03-21 09:08:00,"[1, 1, 1]",1,21,1,0
2804,83240,53868,0,2015-03-21 09:08:00,"[1, 0, 1]",0,21,2,0
2805,83263,57042,0,2015-03-21 09:08:00,[0],0,21,1,0
2806,83250,55308,0,2015-03-21 09:08:00,"[1, 1, 1]",1,21,1,0
2807,83242,56497,0,2015-03-21 09:08:00,"[1, 0, 1]",0,21,1,0
2808,83254,54789,0,2015-03-21 09:08:00,"[1, 1, 1]",1,21,1,0
2809,83231,55944,0,2015-03-21 09:08:00,"[1, 0]",0,21,1,0
2810,83235,55756,0,2015-03-21 09:08:00,"[1, 1]",0,21,1,0
2811,83267,57257,0,2015-03-21 09:08:00,[0],0,21,1,0
2812,83243,58057,0,2015-03-21 09:08:00,"[1, 0, 1]",0,21,0,0
2813,83247,56454,0,2015-03-21 09:08:00,"[1, 1, 1]",1,21,1,0
2814,83228,57257,0,2015-03-23 08:42:00,"[1, 1, 0]",0,22,0,0
2815,83227,61299,0,2015-03-23 08:42:00,"[1, 1, 0]",0,23,0,2
2816,83230,56937,0,2015-03-23 08:49:00,"[1, 1, 1]",1,23,2,0
2817,82372,66316,0,2015-03-26 08:14:00,"[1, 1, 1]",1,24,0,0
2818,82371,89267,0,2015-03-26 08:14:00,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,25,0,2
2819,82371,89267,0,2015-03-26 08:22:00,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,25,0,2
2820,82372,66316,0,2015-03-26 08:22:00,"[1, 1, 1, 1]",1,25,1,2
2821,82373,69960,0,2015-03-26 08:22:00,"[0, 1, 1]",1,25,1,2
2822,82382,73102,0,2015-03-26 08:43:00,"[1, 1, 1]",0,25,1,2
2823,82383,66652,0,2015-03-26 08:43:00,"[1, 1, 1]",0,25,1,2
2824,82384,76261,0,2015-03-26 08:43:00,"[1, 1, 1]",1,25,1,2
2825,82371,89267,0,2015-03-26 08:43:00,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,25,0,2
2826,82385,78861,0,2015-03-26 08:43:00,"[0, 1, 1]",1,25,0,2
2827,82381,69009,0,2015-03-26 08:43:00,"[1, 1, 1]",0,25,1,2
2828,82395,76544,0,2015-03-26 08:43:00,"[0, 1, 1]",1,25,1,2
2829,82386,67142,0,2015-03-26 08:43:00,"[0, 1, 1]",1,25,1,2
2830,82387,70792,0,2015-03-26 08:43:00,"[0, 1, 1]",1,25,1,2
2831,82389,78085,0,2015-03-26 08:43:00,"[0, 1, 1]",1,25,0,2
2832,82390,71082,0,2015-03-26 08:43:00,"[1, 1, 1]",1,25,1,2
2833,82376,67940,0,2015-03-26 08:43:00,"[1, 1, 1]",0,25,1,2
2834,82378,76760,0,2015-03-26 08:43:00,"[1, 1, 1]",0,25,0,2
2835,82391,69089,0,2015-03-26 08:43:00,"[1, 1, 1]",1,25,1,2
2836,82375,73960,0,2015-03-26 08:43:00,"[1, 1, 1]",0,25,1,2
2837,82374,81661,0,2015-03-26 08:43:00,"[0, 1, 1]",0,25,0,2
2838,82373,69960,0,2015-03-26 08:43:00,"[1, 0, 1, 1]",0,25,1,2
2839,82392,69277,0,2015-03-26 08:43:00,"[1, 1, 1]",1,25,1,2
2840,82393,78369,0,2015-03-26 08:43:00,"[1, 1, 1]",1,25,0,2
2841,82372,66316,0,2015-03-26 08:43:00,"[1, 1, 1, 1, 1]",0,25,1,2
2842,82394,70898,0,2015-03-26 08:43:00,"[0, 1, 1]",1,25,1,2
2843,82379,69185,0,2015-03-26 08:43:00,"[1, 1, 1]",0,25,1,2
2844,82377,68607,0,2015-03-26 08:43:00,"[1, 1, 1]",0,25,1,2
2845,82388,72459,0,2015-03-26 08:43:00,"[0, 1, 1]",1,25,1,2
2846,82399,70975,0,2015-03-26 08:43:00,"[1, 1, 1]",1,25,1,2
2847,82398,87494,0,2015-03-26 08:43:00,"[1, 1, 1]",1,25,0,2
2848,82380,76132,0,2015-03-26 08:43:00,"[1, 1, 1]",0,25,1,2
2849,82396,73845,0,2015-03-26 08:43:00,"[0, 1, 1]",1,25,1,2
2850,82397,69986,0,2015-03-26 08:43:00,"[0, 1, 1]",1,25,1,2
2851,82400,69501,0,2015-03-26 08:43:00,"[1, 1, 1]",1,25,1,2
2852,82386,67142,0,2015-03-26 11:26:00,"[1, 0, 1, 1]",0,25,1,2
2853,82390,71082,0,2015-03-26 11:26:00,"[1, 1, 1, 1]",0,25,1,2
2854,82392,69277,0,2015-03-26 11:26:00,"[1, 1, 1, 1]",0,25,1,2
2855,82387,70792,0,2015-03-26 11:26:00,"[1, 0, 1, 1]",0,25,1,2
2856,82384,76261,0,2015-03-26 11:26:00,"[1, 1, 1, 1]",0,25,1,2
2857,82398,87494,0,2015-03-26 11:26:00,"[1, 1, 1, 1]",0,25,0,2
2858,82393,78369,0,2015-03-26 11:26:00,"[1, 1, 1, 1]",0,25,0,2
2859,82389,78085,0,2015-03-26 11:26:00,"[1, 0, 1, 1]",0,25,0,2
2860,82385,78861,0,2015-03-26 11:26:00,"[1, 0, 1, 1]",0,25,0,2
2861,82395,76544,0,2015-03-26 11:26:00,"[1, 0, 1, 1]",0,25,1,2
2862,82397,69986,0,2015-03-26 11:26:00,"[1, 0, 1, 1]",0,25,1,2
2863,82396,73845,0,2015-03-26 11:26:00,"[1, 0, 1, 1]",0,25,1,2
2864,82388,72459,0,2015-03-26 11:26:00,"[1, 0, 1, 1]",0,25,1,2
2865,82399,70975,0,2015-03-26 11:26:00,"[1, 1, 1, 1]",0,25,1,2
2866,82391,69089,0,2015-03-26 11:26:00,"[1, 1, 1, 1]",0,25,1,2
2867,82394,70898,0,2015-03-26 11:26:00,"[1, 0, 1, 1]",0,25,1,2
2868,82400,69501,0,2015-03-26 13:28:00,"[1, 1, 1, 1]",0,25,1,1
2869,83252,56520,0,2015-03-26 21:45:00,"[1, 1, 1, 1]",1,25,2,0
2870,83233,56470,0,2015-03-26 21:45:00,"[0, 1, 1]",0,25,2,0
2871,83235,55756,0,2015-03-26 21:45:00,"[0, 1, 1]",0,25,2,0
2872,83261,56618,0,2015-03-26 21:45:00,"[0, 0]",0,25,2,0
2873,83245,56107,0,2015-03-26 21:45:00,"[0, 1, 0, 1]",0,25,2,0
2874,83234,55152,0,2015-03-26 21:45:00,"[0, 1, 1]",0,25,2,0
2875,83244,57732,0,2015-03-26 21:45:00,"[0, 1, 0, 1]",0,25,2,0
2876,83246,56885,0,2015-03-26 21:45:00,"[1, 1, 1, 1]",1,25,2,0
2877,83247,56454,0,2015-03-26 21:45:00,"[1, 1, 1, 1]",1,25,2,0
2878,83241,56037,0,2015-03-26 21:45:00,"[0, 1, 0, 1]",0,25,2,0
2879,83242,56497,0,2015-03-26 21:45:00,"[0, 1, 0, 1]",0,25,2,0
2880,83240,53868,0,2015-03-26 21:45:00,"[0, 1, 0, 1]",0,25,2,0
2881,83264,56845,0,2015-03-26 21:45:00,"[1, 1]",0,25,2,0
2882,83248,55223,0,2015-03-26 21:45:00,"[1, 1, 1, 1]",1,25,2,0
2883,83236,56017,0,2015-03-26 21:45:00,"[0, 1, 1, 1]",0,25,2,0
2884,83263,57042,0,2015-03-26 21:45:00,"[0, 0]",0,25,2,0
2885,83249,57146,0,2015-03-26 21:45:00,"[1, 1, 1, 1]",1,25,2,0
2886,83238,56057,0,2015-03-26 21:45:00,"[0, 1, 0, 1]",0,25,2,0
2887,83237,56135,0,2015-03-26 21:45:00,"[1, 1, 1, 1]",1,25,2,0
2888,83260,56074,0,2015-03-26 21:45:00,"[0, 0]",0,25,2,0
2889,83262,56867,0,2015-03-26 21:45:00,"[1, 0]",0,25,2,0
2890,83251,57186,0,2015-03-26 21:45:00,"[1, 1, 1, 1]",1,25,2,0
2891,83239,55813,0,2015-03-26 21:45:00,"[0, 1, 0, 1]",0,25,2,0
2892,83250,55308,0,2015-03-26 21:45:00,"[1, 1, 1, 1]",1,25,2,0
2893,83265,58813,0,2015-03-26 21:45:00,"[0, 0]",0,25,2,0
2894,83253,56763,0,2015-03-26 21:45:00,"[1, 1, 1, 1]",1,25,2,0
2895,83257,56729,0,2015-03-26 21:45:00,"[0, 0]",0,25,2,0
2896,83258,56242,0,2015-03-26 21:45:00,"[1, 1]",0,25,2,0
2897,83256,60632,0,2015-03-26 21:45:00,"[0, 0]",0,25,2,0
2898,83255,56440,0,2015-03-26 21:45:00,"[1, 1]",0,25,2,0
2899,83259,57407,0,2015-03-26 21:45:00,"[0, 0]",0,25,2,0
2900,83232,57388,0,2015-03-26 21:45:00,"[0, 1, 1, 1, 1]",0,25,2,0
2901,83227,61299,0,2015-03-26 21:45:00,"[0, 1, 1, 0]",1,25,2,0
2902,83228,57257,0,2015-03-26 21:45:00,"[0, 1, 1, 0]",0,25,2,0
2903,83267,57257,0,2015-03-26 21:45:00,"[0, 0]",0,25,2,0
2904,83254,54789,0,2015-03-26 21:45:00,"[1, 1, 1, 1]",1,25,2,0
2905,83268,58371,0,2015-03-26 21:45:00,"[0, 0]",0,25,2,0
2906,83230,56937,0,2015-03-26 21:45:00,"[1, 1, 1, 1]",1,25,2,0
2907,83266,56640,0,2015-03-26 21:45:00,"[1, 1]",1,25,2,0
2908,83243,58057,0,2015-03-26 21:45:00,"[0, 1, 0, 1]",0,25,2,0
2909,83231,55944,0,2015-03-26 21:45:00,"[0, 1, 0]",0,25,2,0
2910,83229,51024,0,2015-03-26 21:45:00,"[0, 1, 0]",0,25,2,0
2911,82434,57460,0,2015-03-27 10:41:00,"[1, 1, 0, 1]",0,26,0,2
2912,82505,55351,0,2015-03-27 13:10:00,"[1, 1, 1]",0,26,1,1
2913,82473,56452,0,2015-03-27 13:28:00,"[1, 0, 1]",0,26,0,1
2914,82503,54878,0,2015-03-27 13:54:00,"[1, 1, 0]",0,26,1,1
2915,82506,56343,0,2015-03-27 14:00:00,"[1, 1, 0]",0,26,0,1
2916,78253,55691,0,2015-03-27 14:12:00,"[1, 1, 1]",1,26,1,1
2917,78253,55691,0,2015-03-27 14:24:00,"[1, 1, 1, 1]",0,26,1,1
2918,82648,52799,0,2015-03-27 14:37:00,"[1, 1, 0, 1]",0,26,2,1
2919,82558,56944,0,2015-03-27 14:59:00,"[1, 1, 1]",0,26,0,0
2920,82562,55642,0,2015-03-27 15:36:00,"[1, 1, 1]",0,26,1,0
2921,82585,55203,0,2015-03-27 16:03:00,"[1, 1, 1, 1]",0,26,1,0
2922,82590,55713,0,2015-03-27 16:05:00,"[1, 1, 1, 1]",0,26,1,0
2923,82592,55320,0,2015-03-27 16:32:00,"[1, 1, 1, 1]",0,26,1,0
2924,82596,55754,0,2015-03-27 16:39:00,"[1, 1, 1, 1]",0,26,1,0
2925,86655,55977,0,2015-03-30 16:42:00,[],1,27,0,0
2926,86656,52453,0,2015-03-30 16:42:00,[],1,28,1,2
2927,86658,54256,0,2015-03-30 16:42:00,[],1,28,0,2
2928,86659,54521,0,2015-03-30 16:42:00,[],1,28,0,2
2929,86657,54655,0,2015-03-30 16:42:00,[],1,28,0,2
2930,86656,52453,0,2015-03-31 08:50:00,[1],1,28,1,0
2931,86655,55977,0,2015-03-31 08:50:00,[1],0,28,0,0
2932,86659,54521,0,2015-03-31 11:48:00,[1],0,28,0,0
2933,86660,54720,0,2015-03-31 13:43:00,[],0,28,0,0
2934,86661,55689,0,2015-03-31 14:12:00,[],0,28,0,0
2935,86662,48310,0,2015-03-31 16:17:00,[],0,28,2,0
2936,86663,54991,0,2015-03-31 16:30:00,[],0,28,0,0
2937,86664,53744,0,2015-03-31 16:53:00,[],0,29,2,2
2938,86665,53413,0,2015-03-31 17:24:00,[],0,29,2,2
2939,86666,55483,0,2015-03-31 17:29:00,[],0,29,0,2
2940,86667,55679,0,2015-04-01 13:38:00,[],1,29,0,0
2941,86667,55679,0,2015-04-01 13:40:00,[1],0,29,0,0
2942,86668,53904,0,2015-04-02 09:54:00,[],1,30,0,0
2943,86167,69336,0,2015-04-07 12:56:00,[],1,31,0,0
2944,83287,56093,0,2015-04-07 13:19:00,"[1, 1]",1,32,0,2
2945,78085,55332,0,2015-04-07 17:00:00,"[0, 0, 1, 0, 1, 1]",0,32,0,0
2946,78074,54015,0,2015-04-07 17:00:00,"[0, 1, 1, 0, 1, 1]",0,32,0,0
2947,78088,63852,0,2015-04-07 17:00:00,"[0, 0, 1, 0, 1, 1]",0,32,0,0
2948,78078,58661,0,2015-04-07 17:00:00,"[0, 0, 1, 0, 1, 1]",0,32,0,0
2949,78084,56861,0,2015-04-07 17:00:00,"[0, 0, 1, 0, 1, 1]",0,32,0,0
2950,78082,57262,0,2015-04-07 17:00:00,"[0, 0, 1, 0, 1, 1]",0,32,0,0
2951,78077,59096,0,2015-04-07 17:00:00,"[0, 0, 1, 0, 1, 1]",0,32,0,0
2952,78080,55577,0,2015-04-07 17:00:00,"[0, 0, 1, 0, 1, 1]",0,32,0,0
2953,78086,59120,0,2015-04-07 17:00:00,"[0, 0, 1, 0, 1, 1]",0,32,0,0
2954,78079,59348,0,2015-04-07 17:00:00,"[0, 0, 1, 0, 1, 1]",0,32,0,0
2955,78081,56285,0,2015-04-07 17:00:00,"[1, 1, 1, 1, 1, 1]",1,32,0,0
2956,78076,57319,0,2015-04-07 17:00:00,"[0, 0, 1, 0, 1, 1]",0,32,0,0
2957,78075,61690,0,2015-04-07 17:00:00,"[0, 0, 1, 1, 0, 1, 1]",0,32,0,0
2958,78083,57145,0,2015-04-07 17:00:00,"[0, 0, 1, 0, 1, 1]",0,32,0,0
2959,78087,56098,0,2015-04-07 17:00:00,"[0, 0, 1, 0, 1, 1]",0,32,0,0
2960,78226,57675,0,2015-04-07 17:01:00,"[0, 0, 0]",0,32,0,0
2961,78179,58366,0,2015-04-07 17:01:00,"[0, 0, 0]",0,32,0,0
2962,82536,58649,0,2015-04-07 17:01:00,"[0, 0, 1]",0,32,0,0
2963,78239,57275,0,2015-04-07 17:01:00,"[0, 0, 0]",0,32,0,0
2964,78154,55066,0,2015-04-07 17:01:00,"[0, 0, 1]",0,32,0,0
2965,82456,56015,0,2015-04-07 17:01:00,"[0, 0, 0]",0,32,0,0
2966,86668,53904,0,2015-04-07 17:01:00,[1],1,32,0,0
2967,82529,58991,0,2015-04-07 17:01:00,"[0, 0, 1]",1,32,0,0
2968,82451,55239,0,2015-04-07 17:01:00,"[0, 0, 0]",0,32,0,0
2969,78230,55849,0,2015-04-07 17:01:00,"[0, 0, 0]",0,32,0,0
2970,78234,56234,0,2015-04-07 17:01:00,"[0, 0, 0]",0,32,0,0
2971,82540,56754,0,2015-04-07 17:01:00,"[0, 0, 1]",0,32,0,0
2972,78298,54810,0,2015-04-07 17:01:00,"[0, 0, 1]",0,32,0,0
2973,82528,57808,0,2015-04-07 17:01:00,"[0, 0, 1]",0,32,0,0
2974,82544,57703,0,2015-04-07 17:01:00,"[0, 0, 1]",0,32,0,0
2975,82539,55777,0,2015-04-07 17:01:00,"[0, 0, 1]",0,32,0,0
2976,82493,54752,0,2015-04-07 17:01:00,"[0, 0, 0]",0,32,0,0
2977,82458,57036,0,2015-04-07 17:01:00,"[0, 0, 0]",0,32,0,0
2978,82537,55482,0,2015-04-07 17:01:00,"[0, 0, 1]",0,32,0,0
2979,78178,58936,0,2015-04-07 17:01:00,"[0, 0, 0]",0,32,0,0
2980,82538,57654,0,2015-04-07 17:01:00,"[0, 0, 1]",0,32,0,0
2981,78229,56277,0,2015-04-07 17:01:00,"[0, 0, 0]",0,32,0,0
2982,82416,58272,0,2015-04-07 17:01:00,"[0, 0, 1]",0,32,0,0
2983,82459,55209,0,2015-04-07 17:01:00,"[0, 0, 0]",0,32,0,0
2984,78222,55216,0,2015-04-07 17:01:00,"[0, 0, 0]",0,32,0,0
2985,78237,58740,0,2015-04-07 17:01:00,"[0, 0, 0]",0,32,0,0
